Sequence 1,Sequence 2,LCS Value,Time (s)
Seq83,Seq47,1264,1.17227
Seq83,Seq48,1260,1.15877
Seq83,Seq50,1257,1.15944
Seq83,Seq51,1264,1.164
Seq83,Seq52,1313,1.25439
Seq83,Seq53,1318,1.28189
Seq83,Seq54,1298,1.29983
Seq83,Seq56,1285,1.24129
Seq83,Seq57,1271,1.2239
Seq83,Seq61,1305,1.18458
Seq83,Seq59,1283,1.23658
Seq83,Seq58,1287,1.24953
Seq83,Seq60,1277,1.23932
Seq83,Seq55,1315,1.35949
Seq83,Seq62,1301,1.16923
Seq83,Seq49,1327,1.82163
Seq83,Seq64,1300,1.1822
Seq83,Seq63,2,1.26358
Seq83,Seq65,1301,1.17655
Seq83,Seq66,1305,1.17525
Seq83,Seq67,1297,1.1776
Seq83,Seq68,1299,1.17689
Seq83,Seq69,0,1.27323
Seq83,Seq72,1309,1.18144
Seq83,Seq74,1288,1.16114
Seq83,Seq76,1292,1.16447
Seq83,Seq73,1302,1.18339
Seq83,Seq70,0,1.29585
Seq83,Seq75,0,1.22391
Seq83,Seq78,1241,1.13884
Seq83,Seq71,0,1.27927
Seq83,Seq77,0,1.21641
Seq83,Seq79,1365,1.17596
Seq83,Seq80,1304,1.1743
Seq83,Seq81,1396,1.19537
Seq83,Seq82,1312,1.18253
Seq83,Seq83,1410,1.19041
Seq83,Seq84,0,1.26393
Seq83,Seq88,1312,1.18773
Seq83,Seq85,2,1.2774
Seq83,Seq86,0,1.28084
Seq83,Seq87,0,1.29135
Seq83,Seq89,0,1.29221
Seq83,Seq92,0,1.23752
Seq83,Seq93,0,1.24047
Seq83,Seq90,0,1.29643
Seq83,Seq91,0,1.29304
Seq83,Seq94,0,1.23809
Seq83,Seq95,0,1.22276
Seq83,Seq96,0,1.28718
Seq83,Seq106,0,0.58551
Seq83,Seq107,0,0.5836
Seq83,Seq105,0,0.59756
Seq83,Seq108,0,0.59076
Seq83,Seq104,0,0.72445
Seq83,Seq97,0,1.28012
Seq83,Seq110,0,0.68795
Seq83,Seq109,0,0.70342
Seq83,Seq98,0,1.27826
Seq83,Seq111,0,0.71726
Seq83,Seq112,0,0.67696
Seq83,Seq99,0,1.28527
Seq83,Seq100,0,1.27109
Seq83,Seq124,0,0.14513
Seq83,Seq102,0,1.23003
Seq83,Seq101,0,1.2715
Seq83,Seq125,0,0.14395
Seq83,Seq115,0,0.60523
Seq83,Seq114,0,0.61598
Seq83,Seq126,0,0.14499
Seq83,Seq103,0,1.28035
Seq83,Seq116,0,0.6509
Seq83,Seq127,0,0.14435
Seq83,Seq113,0,0.70134
Seq83,Seq128,0,0.14415
Seq83,Seq118,0,0.65147
Seq83,Seq117,0,0.6775
Seq83,Seq119,0,0.64791
Seq83,Seq120,0,0.67072
Seq83,Seq123,0,0.5801
Seq83,Seq121,0,0.72258
Seq83,Seq122,0,0.72151
Seq83,Seq130,0,0.57053
Seq83,Seq131,0,0.58617
Seq83,Seq132,0,0.5885
Seq83,Seq133,0,0.59185
Seq83,Seq129,0,0.72397
Seq83,Seq135,0,0.68635
Seq83,Seq134,0,0.70375
Seq83,Seq137,0,0.67342
Seq83,Seq139,0,0.61526
Seq83,Seq136,0,0.71427
Seq83,Seq140,0,0.61248
Seq83,Seq138,0,0.7074
Seq83,Seq141,0,0.65011
Seq83,Seq142,0,0.67947
Seq83,Seq155,0,0.14519
Seq83,Seq143,0,0.65235
Seq83,Seq144,0,0.64773
Seq83,Seq148,0,0.58302
Seq83,Seq145,0,0.64517
Seq83,Seq146,0,0.71992
Seq83,Seq147,0,0.7241
Seq83,Seq149,0,0.64997
Seq83,Seq154,0,0.58055
Seq83,Seq152,0,0.61708
Seq83,Seq153,0,0.61017
Seq83,Seq156,0,0.55373
Seq83,Seq150,0,0.67918
Seq83,Seq151,0,0.68745
Seq83,Seq162,0,0.41777
Seq83,Seq163,0,0.41694
Seq83,Seq164,0,0.41579
Seq83,Seq158,0,0.79883
Seq83,Seq159,2,0.80057
Seq83,Seq166,0,0.41616
Seq83,Seq161,0,0.79685
Seq83,Seq160,0,0.81035
Seq83,Seq167,0,0.41576
Seq83,Seq170,0,0.41539
Seq83,Seq168,0,0.447
Seq83,Seq171,0,0.41753
Seq83,Seq172,0,0.4187
Seq83,Seq174,0,0.41662
Seq83,Seq173,0,0.45154
Seq83,Seq175,0,0.41561
Seq83,Seq165,0,0.82471
Seq83,Seq177,0,0.43483
Seq83,Seq157,0,1.3294
Seq83,Seq178,0,0.43239
Seq83,Seq179,0,0.43343
Seq83,Seq180,0,0.43592
Seq83,Seq181,0,0.43198
Seq83,Seq176,0,0.79773
Seq83,Seq169,0,1.23965
Seq84,Seq2,0,1.34572
Seq84,Seq3,0,1.3363
Seq84,Seq1,0,1.36666
Seq84,Seq4,0,1.39256
Seq84,Seq5,0,1.33635
Seq84,Seq9,0,1.22011
Seq84,Seq6,0,1.33487
Seq84,Seq8,0,1.33579
Seq84,Seq11,0,1.2753
Seq84,Seq12,0,1.32182
Seq84,Seq13,0,1.32139
Seq84,Seq14,0,1.33138
Seq84,Seq7,1287,1.43424
Seq84,Seq10,0,1.39914
Seq84,Seq15,0,1.37385
Seq84,Seq16,0,1.30415
Seq84,Seq21,0,1.20122
Seq84,Seq23,0,1.19843
Seq84,Seq20,0,1.37489
Seq84,Seq22,0,1.25956
Seq84,Seq25,0,1.23857
Seq84,Seq24,0,1.26085
Seq84,Seq26,0,1.29665
Seq84,Seq27,0,1.30648
Seq84,Seq29,0,1.33362
Seq84,Seq30,0,1.34428
Seq84,Seq28,0,1.40066
Seq84,Seq18,0,1.79773
Seq84,Seq17,0,1.81838
Seq84,Seq19,0,1.80709
Seq84,Seq32,0,1.2642
Seq84,Seq31,0,1.34341
Seq84,Seq33,0,1.17467
Seq84,Seq35,0,1.25587
Seq84,Seq36,0,1.32393
Seq84,Seq34,0,1.38494
Seq84,Seq38,0,1.30481
Seq84,Seq37,0,1.35809
Seq84,Seq39,0,1.30773
Seq84,Seq40,0,1.30514
Seq84,Seq41,0,1.305
Seq84,Seq42,0,1.30707
Seq84,Seq44,0,1.26641
Seq84,Seq45,0,1.25386
Seq84,Seq46,0,1.25848
Seq84,Seq43,0,1.32407
Seq84,Seq47,0,1.24766
Seq84,Seq48,0,1.23964
Seq84,Seq50,0,1.2386
Seq84,Seq51,0,1.24751
Seq84,Seq52,0,1.32934
Seq84,Seq53,0,1.37278
Seq84,Seq54,0,1.38859
Seq84,Seq56,0,1.31908
Seq84,Seq57,0,1.30714
Seq84,Seq61,0,1.26226
Seq84,Seq62,0,1.26615
Seq84,Seq59,0,1.31717
Seq84,Seq60,0,1.31544
Seq84,Seq58,0,1.33147
Seq84,Seq55,0,1.4487
Seq84,Seq63,1321,1.14357
Seq84,Seq49,0,1.9401
Seq84,Seq64,0,1.2631
Seq84,Seq65,0,1.24919
Seq84,Seq66,0,1.25691
Seq84,Seq67,0,1.25559
Seq84,Seq69,1342,1.15005
Seq84,Seq70,1357,1.16282
Seq84,Seq68,0,1.25606
Seq84,Seq71,1326,1.15314
Seq84,Seq75,1313,1.10319
Seq84,Seq77,1265,1.10232
Seq84,Seq78,0,1.18778
Seq84,Seq72,0,1.26709
Seq84,Seq73,0,1.25124
Seq84,Seq74,0,1.23422
Seq84,Seq76,0,1.25817
Seq84,Seq79,0,1.25196
Seq84,Seq80,0,1.2443
Seq84,Seq81,0,1.27488
Seq84,Seq84,1381,1.13665
Seq84,Seq82,0,1.26162
Seq84,Seq85,1301,1.15386
Seq84,Seq86,1313,1.15618
Seq84,Seq87,1293,1.16681
Seq84,Seq83,0,1.26074
Seq84,Seq89,1297,1.16201
Seq84,Seq92,1252,1.09897
Seq84,Seq93,1330,1.12394
Seq84,Seq88,0,1.26483
Seq84,Seq94,1259,1.10287
Seq84,Seq90,1337,1.16729
Seq84,Seq91,1337,1.16031
Seq84,Seq95,1254,1.09819
Seq84,Seq96,1295,1.16247
Seq84,Seq105,554,0.50486
Seq84,Seq106,566,0.52201
Seq84,Seq107,566,0.52332
Seq84,Seq108,567,0.54546
Seq84,Seq104,631,0.65023
Seq84,Seq110,610,0.61283
Seq84,Seq109,632,0.62995
Seq84,Seq111,639,0.6422
Seq84,Seq112,608,0.60458
Seq84,Seq97,1295,1.1526
Seq84,Seq98,1295,1.14419
Seq84,Seq99,1295,1.1504
Seq84,Seq100,1285,1.14038
Seq84,Seq102,1261,1.10482
Seq84,Seq101,1285,1.14215
Seq84,Seq103,1295,1.14869
Seq84,Seq114,578,0.54987
Seq84,Seq115,583,0.543
Seq84,Seq124,177,0.12437
Seq84,Seq113,633,0.63242
Seq84,Seq125,177,0.12415
Seq84,Seq116,605,0.5807
Seq84,Seq126,177,0.12458
Seq84,Seq127,177,0.12678
Seq84,Seq117,620,0.60602
Seq84,Seq128,177,0.12556
Seq84,Seq118,600,0.5821
Seq84,Seq119,602,0.57556
Seq84,Seq120,605,0.57456
Seq84,Seq123,560,0.51745
Seq84,Seq121,640,0.64255
Seq84,Seq122,638,0.64246
Seq84,Seq130,554,0.50771
Seq84,Seq131,566,0.52354
Seq84,Seq132,566,0.52115
Seq84,Seq133,567,0.52714
Seq84,Seq129,631,0.64842
Seq84,Seq135,610,0.61109
Seq84,Seq134,632,0.62297
Seq84,Seq139,578,0.54903
Seq84,Seq140,583,0.54462
Seq84,Seq137,608,0.60714
Seq84,Seq136,639,0.64336
Seq84,Seq138,633,0.63139
Seq84,Seq141,605,0.58025
Seq84,Seq155,177,0.12676
Seq84,Seq143,600,0.5813
Seq84,Seq142,620,0.60521
Seq84,Seq144,602,0.57879
Seq84,Seq145,605,0.57486
Seq84,Seq148,560,0.51771
Seq84,Seq146,640,0.64517
Seq84,Seq149,605,0.5805
Seq84,Seq154,560,0.51631
Seq84,Seq156,542,0.49327
Seq84,Seq147,638,0.68532
Seq84,Seq152,578,0.54999
Seq84,Seq153,583,0.54309
Seq84,Seq150,608,0.60427
Seq84,Seq151,610,0.64546
Seq84,Seq162,453,0.36791
Seq84,Seq163,452,0.36711
Seq84,Seq164,452,0.36742
Seq84,Seq158,687,0.71706
Seq84,Seq166,452,0.36641
Seq84,Seq167,451,0.3665
Seq84,Seq170,451,0.36708
Seq84,Seq168,474,0.39662
Seq84,Seq171,453,0.36142
Seq84,Seq172,452,0.36722
Seq84,Seq159,687,0.71154
Seq84,Seq161,687,0.71305
Seq84,Seq160,688,0.7228
Seq84,Seq174,451,0.3679
Seq84,Seq173,476,0.39862
Seq84,Seq175,452,0.38965
Seq84,Seq165,700,0.73592
Seq84,Seq177,468,0.3864
Seq84,Seq178,468,0.38483
Seq84,Seq179,468,0.38402
Seq84,Seq180,468,0.38399
Seq84,Seq157,908,1.17378
Seq84,Seq181,468,0.38239
Seq84,Seq176,693,0.71568
Seq84,Seq169,881,1.11658
Seq85,Seq2,2,1.35869
Seq85,Seq3,2,1.34272
Seq85,Seq4,2,1.35249
Seq85,Seq1,2,1.40186
Seq85,Seq5,2,1.35147
Seq85,Seq6,2,1.34799
Seq85,Seq9,2,1.23359
Seq85,Seq11,2,1.28886
Seq85,Seq8,2,1.3463
Seq85,Seq13,2,1.33504
Seq85,Seq12,2,1.34002
Seq85,Seq14,2,1.34286
Seq85,Seq10,2,1.3975
Seq85,Seq7,1300,1.46016
Seq85,Seq15,2,1.38396
Seq85,Seq16,2,1.32426
Seq85,Seq21,2,1.20729
Seq85,Seq23,2,1.21326
Seq85,Seq22,2,1.26926
Seq85,Seq20,2,1.40591
Seq85,Seq24,2,1.26755
Seq85,Seq25,2,1.25044
Seq85,Seq27,2,1.31857
Seq85,Seq26,2,1.32388
Seq85,Seq29,2,1.35658
Seq85,Seq28,2,1.39798
Seq85,Seq30,2,1.36285
Seq85,Seq18,2,1.82822
Seq85,Seq17,2,1.84202
Seq85,Seq19,2,1.83079
Seq85,Seq32,2,1.27806
Seq85,Seq31,2,1.35995
Seq85,Seq33,2,1.18856
Seq85,Seq35,2,1.27253
Seq85,Seq34,2,1.39924
Seq85,Seq36,2,1.35183
Seq85,Seq38,2,1.31753
Seq85,Seq37,2,1.32193
Seq85,Seq39,2,1.32291
Seq85,Seq40,2,1.32225
Seq85,Seq41,2,1.319
Seq85,Seq42,2,1.30242
Seq85,Seq43,2,1.34279
Seq85,Seq45,2,1.26796
Seq85,Seq44,2,1.27775
Seq85,Seq46,2,1.27327
Seq85,Seq47,2,1.2664
Seq85,Seq48,2,1.2543
Seq85,Seq50,2,1.25045
Seq85,Seq51,2,1.25786
Seq85,Seq52,2,1.36954
Seq85,Seq53,2,1.38599
Seq85,Seq54,2,1.40481
Seq85,Seq56,2,1.33511
Seq85,Seq57,2,1.31946
Seq85,Seq63,1286,1.1639
Seq85,Seq58,2,1.34553
Seq85,Seq62,2,1.26279
Seq85,Seq59,2,1.33756
Seq85,Seq61,2,1.27833
Seq85,Seq55,2,1.46575
Seq85,Seq60,2,1.32726
Seq85,Seq49,2,1.95652
Seq85,Seq64,2,1.28242
Seq85,Seq65,2,1.26463
Seq85,Seq66,2,1.27042
Seq85,Seq69,1306,1.16217
Seq85,Seq67,2,1.28398
Seq85,Seq70,1316,1.18522
Seq85,Seq68,2,1.26765
Seq85,Seq71,1307,1.16261
Seq85,Seq77,1241,1.1102
Seq85,Seq75,1265,1.12868
Seq85,Seq73,2,1.26153
Seq85,Seq72,2,1.27742
Seq85,Seq78,2,1.1975
Seq85,Seq74,2,1.25306
Seq85,Seq76,2,1.25899
Seq85,Seq79,2,1.27037
Seq85,Seq80,2,1.26538
Seq85,Seq81,2,1.28787
Seq85,Seq82,2,1.27813
Seq85,Seq84,1301,1.15037
Seq85,Seq85,1397,1.16562
Seq85,Seq86,1293,1.16881
Seq85,Seq83,2,1.2745
Seq85,Seq87,1366,1.18513
Seq85,Seq89,1371,1.17659
Seq85,Seq92,1297,1.11401
Seq85,Seq94,1303,1.11975
Seq85,Seq91,1312,1.16988
Seq85,Seq93,1285,1.13773
Seq85,Seq90,1314,1.17631
Seq85,Seq88,2,1.28025
Seq85,Seq95,1306,1.1163
Seq85,Seq96,1298,1.17242
Seq85,Seq105,556,0.51126
Seq85,Seq106,566,0.52843
Seq85,Seq107,565,0.52854
Seq85,Seq108,570,0.5323
Seq85,Seq104,641,0.65625
Seq85,Seq110,617,0.61995
Seq85,Seq109,634,0.63502
Seq85,Seq111,641,0.65098
Seq85,Seq112,618,0.61632
Seq85,Seq97,1297,1.16162
Seq85,Seq98,1297,1.18279
Seq85,Seq99,1297,1.16128
Seq85,Seq100,1291,1.1561
Seq85,Seq101,1291,1.15303
Seq85,Seq102,1256,1.14687
Seq85,Seq103,1297,1.16063
Seq85,Seq114,582,0.55582
Seq85,Seq115,579,0.55114
Seq85,Seq124,177,0.12714
Seq85,Seq113,638,0.63843
Seq85,Seq116,615,0.58713
Seq85,Seq125,177,0.12688
Seq85,Seq126,177,0.12688
Seq85,Seq127,177,0.12532
Seq85,Seq128,177,0.12654
Seq85,Seq117,626,0.61428
Seq85,Seq118,607,0.58284
Seq85,Seq119,610,0.58295
Seq85,Seq120,606,0.58081
Seq85,Seq121,644,0.65264
Seq85,Seq122,643,0.6509
Seq85,Seq123,558,0.54468
Seq85,Seq130,556,0.51126
Seq85,Seq131,566,0.52852
Seq85,Seq132,565,0.52838
Seq85,Seq133,570,0.5338
Seq85,Seq129,641,0.65443
Seq85,Seq135,617,0.62276
Seq85,Seq134,634,0.6359
Seq85,Seq140,579,0.55114
Seq85,Seq137,618,0.61354
Seq85,Seq139,582,0.57561
Seq85,Seq136,641,0.65007
Seq85,Seq138,638,0.63962
Seq85,Seq141,615,0.58749
Seq85,Seq155,177,0.12708
Seq85,Seq142,626,0.61593
Seq85,Seq143,607,0.58776
Seq85,Seq144,610,0.58373
Seq85,Seq145,606,0.58146
Seq85,Seq148,558,0.52266
Seq85,Seq146,644,0.65715
Seq85,Seq147,643,0.65132
Seq85,Seq154,558,0.52212
Seq85,Seq149,615,0.58842
Seq85,Seq156,542,0.50028
Seq85,Seq153,579,0.55006
Seq85,Seq152,582,0.55546
Seq85,Seq150,618,0.61325
Seq85,Seq151,617,0.61879
Seq85,Seq162,455,0.37104
Seq85,Seq163,454,0.37129
Seq85,Seq158,694,0.72079
Seq85,Seq164,454,0.37276
Seq85,Seq167,455,0.3717
Seq85,Seq166,454,0.37915
Seq85,Seq170,454,0.37227
Seq85,Seq168,478,0.40224
Seq85,Seq171,454,0.37173
Seq85,Seq172,455,0.37141
Seq85,Seq159,694,0.7241
Seq85,Seq161,694,0.72016
Seq85,Seq160,700,0.73263
Seq85,Seq174,455,0.37154
Seq85,Seq173,480,0.40569
Seq85,Seq175,454,0.37246
Seq85,Seq165,704,0.74206
Seq85,Seq177,472,0.38797
Seq85,Seq157,907,1.18805
Seq85,Seq179,472,0.38916
Seq85,Seq178,472,0.40906
Seq85,Seq180,472,0.38865
Seq85,Seq181,472,0.3895
Seq85,Seq176,697,0.72316
Seq85,Seq169,887,1.12592
Seq86,Seq2,0,1.3645
Seq86,Seq1,0,1.38995
Seq86,Seq3,0,1.35297
Seq86,Seq4,0,1.35746
Seq86,Seq5,0,1.34868
Seq86,Seq6,0,1.34719
Seq86,Seq9,0,1.23308
Seq86,Seq11,0,1.28208
Seq86,Seq8,0,1.35174
Seq86,Seq12,0,1.33879
Seq86,Seq13,0,1.34159
Seq86,Seq7,1309,1.45428
Seq86,Seq14,0,1.34841
Seq86,Seq10,0,1.3944
Seq86,Seq15,0,1.38615
Seq86,Seq16,0,1.32118
Seq86,Seq21,0,1.2096
Seq86,Seq23,0,1.2113
Seq86,Seq22,0,1.27229
Seq86,Seq20,0,1.38966
Seq86,Seq25,0,1.25446
Seq86,Seq24,0,1.26746
Seq86,Seq26,0,1.33564
Seq86,Seq27,0,1.32528
Seq86,Seq29,0,1.35785
Seq86,Seq30,0,1.36355
Seq86,Seq28,0,1.40513
Seq86,Seq18,0,1.83188
Seq86,Seq17,0,1.85115
Seq86,Seq19,0,1.8397
Seq86,Seq32,0,1.28182
Seq86,Seq31,0,1.35912
Seq86,Seq33,0,1.18955
Seq86,Seq35,0,1.27564
Seq86,Seq36,0,1.33988
Seq86,Seq34,0,1.40015
Seq86,Seq37,0,1.32268
Seq86,Seq38,0,1.31828
Seq86,Seq40,0,1.32637
Seq86,Seq39,0,1.34565
Seq86,Seq41,0,1.32358
Seq86,Seq42,0,1.32465
Seq86,Seq43,0,1.32778
Seq86,Seq44,0,1.27976
Seq86,Seq45,0,1.27522
Seq86,Seq46,0,1.27539
Seq86,Seq47,0,1.2689
Seq86,Seq48,0,1.25399
Seq86,Seq50,0,1.25174
Seq86,Seq51,0,1.26136
Seq86,Seq52,0,1.34991
Seq86,Seq53,0,1.38993
Seq86,Seq54,0,1.40435
Seq86,Seq56,0,1.35603
Seq86,Seq57,0,1.33075
Seq86,Seq63,1291,1.16258
Seq86,Seq58,0,1.35424
Seq86,Seq59,0,1.32884
Seq86,Seq62,0,1.26062
Seq86,Seq61,0,1.28432
Seq86,Seq60,0,1.32441
Seq86,Seq55,0,1.47045
Seq86,Seq49,0,1.96182
Seq86,Seq64,0,1.27383
Seq86,Seq65,0,1.26822
Seq86,Seq66,0,1.27427
Seq86,Seq69,1316,1.16502
Seq86,Seq67,0,1.27036
Seq86,Seq68,0,1.27298
Seq86,Seq71,1314,1.16935
Seq86,Seq75,1274,1.12196
Seq86,Seq70,1321,1.19289
Seq86,Seq77,1330,1.11667
Seq86,Seq72,0,1.27836
Seq86,Seq74,0,1.25278
Seq86,Seq78,0,1.20829
Seq86,Seq73,0,1.27298
Seq86,Seq76,0,1.26518
Seq86,Seq79,0,1.26963
Seq86,Seq80,0,1.26432
Seq86,Seq81,0,1.2885
Seq86,Seq84,1313,1.15129
Seq86,Seq82,0,1.27642
Seq86,Seq85,1293,1.16945
Seq86,Seq83,0,1.27449
Seq86,Seq86,1399,1.16511
Seq86,Seq87,1302,1.20553
Seq86,Seq89,1298,1.17553
Seq86,Seq92,1249,1.12161
Seq86,Seq94,1249,1.12266
Seq86,Seq93,1287,1.1448
Seq86,Seq90,1319,1.17847
Seq86,Seq88,0,1.28046
Seq86,Seq91,1323,1.17549
Seq86,Seq95,1244,1.11139
Seq86,Seq96,1326,1.17078
Seq86,Seq105,554,0.51668
Seq86,Seq106,565,0.53141
Seq86,Seq107,564,0.53036
Seq86,Seq108,567,0.53356
Seq86,Seq104,634,0.65854
Seq86,Seq110,615,0.62063
Seq86,Seq109,636,0.63842
Seq86,Seq111,644,0.65153
Seq86,Seq112,615,0.61356
Seq86,Seq97,1325,1.16404
Seq86,Seq98,1325,1.163
Seq86,Seq99,1325,1.16312
Seq86,Seq102,1276,1.11917
Seq86,Seq100,1315,1.15423
Seq86,Seq101,1315,1.15184
Seq86,Seq124,177,0.12732
Seq86,Seq115,582,0.55034
Seq86,Seq114,578,0.55991
Seq86,Seq103,1325,1.16545
Seq86,Seq125,177,0.12736
Seq86,Seq116,609,0.58804
Seq86,Seq113,634,0.6436
Seq86,Seq126,177,0.12742
Seq86,Seq127,177,0.12544
Seq86,Seq117,623,0.61281
Seq86,Seq128,177,0.12616
Seq86,Seq118,605,0.5895
Seq86,Seq119,606,0.58382
Seq86,Seq120,605,0.58125
Seq86,Seq121,641,0.65244
Seq86,Seq123,559,0.52417
Seq86,Seq122,640,0.65154
Seq86,Seq130,554,0.51697
Seq86,Seq131,565,0.54878
Seq86,Seq132,564,0.52944
Seq86,Seq133,567,0.533
Seq86,Seq129,634,0.65733
Seq86,Seq135,615,0.61986
Seq86,Seq134,636,0.63769
Seq86,Seq140,582,0.54963
Seq86,Seq139,578,0.5573
Seq86,Seq136,644,0.6501
Seq86,Seq137,615,0.61333
Seq86,Seq138,634,0.64072
Seq86,Seq141,609,0.58862
Seq86,Seq155,177,0.1273
Seq86,Seq143,605,0.58792
Seq86,Seq142,623,0.61486
Seq86,Seq144,606,0.58445
Seq86,Seq148,559,0.52313
Seq86,Seq145,605,0.58475
Seq86,Seq146,641,0.65156
Seq86,Seq147,640,0.65247
Seq86,Seq154,559,0.52536
Seq86,Seq149,609,0.5887
Seq86,Seq153,582,0.5514
Seq86,Seq152,578,0.55652
Seq86,Seq156,543,0.49929
Seq86,Seq150,615,0.60729
Seq86,Seq151,615,0.62017
Seq86,Seq162,454,0.37246
Seq86,Seq163,454,0.37409
Seq86,Seq158,689,0.72155
Seq86,Seq164,454,0.37108
Seq86,Seq166,451,0.36999
Seq86,Seq167,451,0.37221
Seq86,Seq170,452,0.37224
Seq86,Seq168,476,0.40239
Seq86,Seq171,454,0.37265
Seq86,Seq159,689,0.72475
Seq86,Seq160,695,0.73394
Seq86,Seq172,452,0.37386
Seq86,Seq161,689,0.74274
Seq86,Seq174,452,0.37277
Seq86,Seq173,476,0.4058
Seq86,Seq175,453,0.37274
Seq86,Seq165,705,0.74374
Seq86,Seq177,470,0.3884
Seq86,Seq178,470,0.39068
Seq86,Seq157,906,1.19061
Seq86,Seq179,470,0.38996
Seq86,Seq180,470,0.38854
Seq86,Seq181,470,0.38809
Seq86,Seq176,695,0.74297
Seq86,Seq169,881,1.1266
Seq87,Seq3,0,1.36993
Seq87,Seq2,0,1.37426
Seq87,Seq1,0,1.39956
Seq87,Seq4,0,1.36865
Seq87,Seq5,0,1.3689
Seq87,Seq6,0,1.35552
Seq87,Seq9,0,1.2449
Seq87,Seq11,0,1.30118
Seq87,Seq8,0,1.36387
Seq87,Seq12,0,1.35333
Seq87,Seq14,0,1.35252
Seq87,Seq13,0,1.35616
Seq87,Seq10,0,1.4132
Seq87,Seq7,1314,1.47457
Seq87,Seq15,0,1.39472
Seq87,Seq16,0,1.34977
Seq87,Seq21,0,1.22433
Seq87,Seq23,0,1.22297
Seq87,Seq22,0,1.28483
Seq87,Seq20,0,1.40258
Seq87,Seq24,0,1.28284
Seq87,Seq25,0,1.26938
Seq87,Seq26,0,1.33348
Seq87,Seq27,0,1.33366
Seq87,Seq29,0,1.36706
Seq87,Seq30,0,1.37592
Seq87,Seq28,0,1.41721
Seq87,Seq18,0,1.84818
Seq87,Seq17,0,1.86545
Seq87,Seq19,0,1.85271
Seq87,Seq32,0,1.3106
Seq87,Seq31,0,1.37136
Seq87,Seq33,0,1.20453
Seq87,Seq35,0,1.29834
Seq87,Seq34,0,1.41063
Seq87,Seq36,0,1.34928
Seq87,Seq37,0,1.33671
Seq87,Seq38,0,1.33316
Seq87,Seq39,0,1.33229
Seq87,Seq40,0,1.33486
Seq87,Seq41,0,1.3347
Seq87,Seq43,0,1.32967
Seq87,Seq42,0,1.34116
Seq87,Seq44,0,1.29296
Seq87,Seq45,0,1.2871
Seq87,Seq46,0,1.28773
Seq87,Seq47,0,1.29435
Seq87,Seq48,0,1.26624
Seq87,Seq50,0,1.26478
Seq87,Seq51,0,1.2739
Seq87,Seq52,0,1.36157
Seq87,Seq53,0,1.40577
Seq87,Seq54,0,1.42076
Seq87,Seq56,0,1.35057
Seq87,Seq57,0,1.33671
Seq87,Seq62,0,1.27213
Seq87,Seq59,0,1.3456
Seq87,Seq63,1282,1.16177
Seq87,Seq61,0,1.29367
Seq87,Seq58,0,1.36552
Seq87,Seq55,0,1.47656
Seq87,Seq60,0,1.34831
Seq87,Seq49,0,1.98302
Seq87,Seq64,0,1.29555
Seq87,Seq65,0,1.28146
Seq87,Seq66,0,1.27805
Seq87,Seq69,1302,1.18025
Seq87,Seq67,0,1.27897
Seq87,Seq70,1313,1.19439
Seq87,Seq68,0,1.2844
Seq87,Seq75,1259,1.13653
Seq87,Seq71,1307,1.17861
Seq87,Seq77,1245,1.11985
Seq87,Seq78,0,1.21374
Seq87,Seq74,0,1.26619
Seq87,Seq72,0,1.28743
Seq87,Seq73,0,1.28578
Seq87,Seq76,0,1.27193
Seq87,Seq79,0,1.28754
Seq87,Seq80,0,1.2983
Seq87,Seq81,0,1.30285
Seq87,Seq84,1293,1.1612
Seq87,Seq82,0,1.28983
Seq87,Seq85,1366,1.17312
Seq87,Seq86,1302,1.17724
Seq87,Seq87,1412,1.19322
Seq87,Seq83,0,1.29192
Seq87,Seq89,1390,1.19865
Seq87,Seq92,1293,1.12286
Seq87,Seq94,1310,1.13525
Seq87,Seq88,0,1.29391
Seq87,Seq93,1282,1.15371
Seq87,Seq91,1312,1.18289
Seq87,Seq90,1320,1.19008
Seq87,Seq95,1312,1.12752
Seq87,Seq96,1303,1.20149
Seq87,Seq105,561,0.51951
Seq87,Seq106,573,0.53587
Seq87,Seq107,572,0.5355
Seq87,Seq108,576,0.5396
Seq87,Seq104,645,0.66222
Seq87,Seq110,625,0.62497
Seq87,Seq109,644,0.64327
Seq87,Seq111,647,0.65929
Seq87,Seq112,626,0.61606
Seq87,Seq97,1302,1.17508
Seq87,Seq98,1302,1.17439
Seq87,Seq99,1302,1.16871
Seq87,Seq100,1292,1.16543
Seq87,Seq101,1292,1.16567
Seq87,Seq102,1257,1.13759
Seq87,Seq103,1302,1.17665
Seq87,Seq114,591,0.56139
Seq87,Seq124,177,0.12707
Seq87,Seq115,585,0.55576
Seq87,Seq113,648,0.64679
Seq87,Seq116,619,0.5924
Seq87,Seq125,177,0.12839
Seq87,Seq126,177,0.12698
Seq87,Seq127,177,0.12781
Seq87,Seq117,631,0.61993
Seq87,Seq128,177,0.12717
Seq87,Seq118,615,0.59471
Seq87,Seq119,617,0.59281
Seq87,Seq120,613,0.59043
Seq87,Seq123,563,0.52709
Seq87,Seq121,655,0.67318
Seq87,Seq122,654,0.65759
Seq87,Seq130,561,0.51827
Seq87,Seq131,573,0.53509
Seq87,Seq132,572,0.53389
Seq87,Seq133,576,0.53733
Seq87,Seq129,645,0.66408
Seq87,Seq135,625,0.62534
Seq87,Seq134,644,0.64199
Seq87,Seq139,591,0.56222
