Sequence 1,Sequence 2,LCS Value,Time (s)
Seq87,Seq140,585,0.55532
Seq87,Seq137,626,0.61924
Seq87,Seq136,647,0.65693
Seq87,Seq138,648,0.64592
Seq87,Seq155,177,0.12878
Seq87,Seq141,619,0.59667
Seq87,Seq142,631,0.61919
Seq87,Seq143,615,0.59499
Seq87,Seq144,617,0.58976
Seq87,Seq145,613,0.58788
Seq87,Seq148,563,0.52769
Seq87,Seq146,655,0.65552
Seq87,Seq147,654,0.6575
Seq87,Seq149,619,0.59376
Seq87,Seq154,563,0.5294
Seq87,Seq156,547,0.50491
Seq87,Seq153,585,0.55506
Seq87,Seq152,591,0.56158
Seq87,Seq150,626,0.61845
Seq87,Seq151,625,0.62618
Seq87,Seq162,455,0.3763
Seq87,Seq163,454,0.37604
Seq87,Seq164,454,0.37667
Seq87,Seq158,700,0.73337
Seq87,Seq166,454,0.37509
Seq87,Seq167,454,0.37567
Seq87,Seq170,454,0.37452
Seq87,Seq168,479,0.4073
Seq87,Seq171,455,0.37648
Seq87,Seq172,455,0.3762
Seq87,Seq159,699,0.7267
Seq87,Seq160,707,0.7379
Seq87,Seq161,699,0.72725
Seq87,Seq174,455,0.37352
Seq87,Seq173,481,0.40975
Seq87,Seq175,455,0.38107
Seq87,Seq165,713,0.74985
Seq87,Seq177,470,0.39264
Seq87,Seq178,470,0.39298
Seq87,Seq179,470,0.39531
Seq87,Seq157,917,1.20374
Seq87,Seq180,470,0.39416
Seq87,Seq181,470,0.39159
Seq87,Seq176,704,0.73158
Seq87,Seq169,895,1.15864
Seq88,Seq1,1292,1.28623
Seq88,Seq2,1300,1.26475
Seq88,Seq3,1330,1.2526
Seq88,Seq4,1333,1.25354
Seq88,Seq5,1314,1.25586
Seq88,Seq6,1375,1.25399
Seq88,Seq9,1210,1.14107
Seq88,Seq11,1289,1.19371
Seq88,Seq8,1310,1.25295
Seq88,Seq13,1297,1.24271
Seq88,Seq12,1300,1.2568
Seq88,Seq10,1295,1.30305
Seq88,Seq14,1295,1.24764
Seq88,Seq7,0,1.58401
Seq88,Seq15,1300,1.29019
Seq88,Seq16,1282,1.24498
Seq88,Seq21,1229,1.12253
Seq88,Seq23,1223,1.12219
Seq88,Seq22,1239,1.17382
Seq88,Seq20,1324,1.28512
Seq88,Seq25,1265,1.16372
Seq88,Seq24,1238,1.17132
Seq88,Seq26,1281,1.22711
Seq88,Seq27,1284,1.22639
Seq88,Seq29,1285,1.25781
Seq88,Seq28,1284,1.3061
Seq88,Seq18,1298,1.70937
Seq88,Seq17,1295,1.72058
Seq88,Seq19,1295,1.70989
Seq88,Seq30,1173,1.26856
Seq88,Seq32,1303,1.20667
Seq88,Seq31,1277,1.26918
Seq88,Seq33,1220,1.10166
Seq88,Seq35,1274,1.18271
Seq88,Seq36,1313,1.2386
Seq88,Seq34,1311,1.29732
Seq88,Seq37,1314,1.22677
Seq88,Seq38,1310,1.22417
Seq88,Seq39,1310,1.23094
Seq88,Seq40,1310,1.22582
Seq88,Seq41,1316,1.22402
Seq88,Seq42,1304,1.23045
Seq88,Seq44,1316,1.19039
Seq88,Seq45,1318,1.1797
Seq88,Seq43,1295,1.22906
Seq88,Seq46,1317,1.18431
Seq88,Seq48,1266,1.16491
Seq88,Seq47,1269,1.19848
Seq88,Seq50,1263,1.16005
Seq88,Seq51,1270,1.1672
Seq88,Seq52,1333,1.25612
Seq88,Seq53,1325,1.28623
Seq88,Seq54,1293,1.31057
Seq88,Seq56,1284,1.24288
Seq88,Seq57,1278,1.22635
Seq88,Seq61,1332,1.18938
Seq88,Seq58,1290,1.25719
Seq88,Seq55,1314,1.36495
Seq88,Seq59,1285,1.23893
Seq88,Seq60,1280,1.2403
Seq88,Seq49,1320,1.82095
Seq88,Seq62,1350,1.17288
Seq88,Seq64,1324,1.1833
Seq88,Seq63,2,1.27579
Seq88,Seq65,1349,1.17452
Seq88,Seq66,1352,1.17896
Seq88,Seq67,1324,1.1801
Seq88,Seq68,1324,1.18133
Seq88,Seq69,0,1.27643
Seq88,Seq78,1286,1.12146
Seq88,Seq74,1368,1.16291
Seq88,Seq73,1351,1.17872
Seq88,Seq76,1351,1.1663
Seq88,Seq70,0,1.29398
Seq88,Seq72,1359,1.19349
Seq88,Seq71,0,1.28631
Seq88,Seq75,0,1.22994
Seq88,Seq77,0,1.21855
Seq88,Seq79,1307,1.19783
Seq88,Seq80,1354,1.18524
Seq88,Seq81,1315,1.20023
Seq88,Seq82,1365,1.18706
Seq88,Seq83,1312,1.19314
Seq88,Seq84,0,1.27139
Seq88,Seq88,1414,1.19078
Seq88,Seq85,2,1.28209
Seq88,Seq92,0,1.2298
Seq88,Seq86,0,1.27986
Seq88,Seq87,0,1.29968
Seq88,Seq89,0,1.29402
Seq88,Seq91,0,1.29111
Seq88,Seq90,0,1.30207
Seq88,Seq94,0,1.23316
Seq88,Seq93,0,1.25346
Seq88,Seq95,0,1.2463
Seq88,Seq96,0,1.29457
Seq88,Seq105,0,0.57044
Seq88,Seq106,0,0.58742
Seq88,Seq107,0,0.58923
Seq88,Seq108,0,0.59115
Seq88,Seq104,0,0.72803
Seq88,Seq110,0,0.68345
Seq88,Seq109,0,0.69951
Seq88,Seq97,0,1.28395
Seq88,Seq98,0,1.28858
Seq88,Seq111,0,0.72018
Seq88,Seq99,0,1.28815
Seq88,Seq112,0,0.68152
Seq88,Seq100,0,1.2727
Seq88,Seq124,0,0.14362
Seq88,Seq102,0,1.23781
Seq88,Seq101,0,1.27469
Seq88,Seq125,0,0.14453
Seq88,Seq126,0,0.14515
Seq88,Seq115,0,0.61189
Seq88,Seq114,0,0.61697
Seq88,Seq103,0,1.28598
Seq88,Seq116,0,0.65251
Seq88,Seq113,0,0.70699
Seq88,Seq127,0,0.14488
Seq88,Seq128,0,0.14459
Seq88,Seq118,0,0.65381
Seq88,Seq119,0,0.64749
Seq88,Seq120,0,0.64496
Seq88,Seq117,0,0.68173
Seq88,Seq123,0,0.58314
Seq88,Seq121,0,0.72287
Seq88,Seq122,0,0.74093
Seq88,Seq130,0,0.57448
Seq88,Seq131,0,0.58105
Seq88,Seq132,0,0.58712
Seq88,Seq133,0,0.5929
Seq88,Seq129,0,0.72524
Seq88,Seq134,0,0.70594
Seq88,Seq135,0,0.69709
Seq88,Seq140,0,0.61142
Seq88,Seq139,0,0.61857
Seq88,Seq137,0,0.67856
Seq88,Seq136,0,0.71733
Seq88,Seq141,0,0.65195
Seq88,Seq138,0,0.74796
Seq88,Seq155,0,0.14469
Seq88,Seq142,0,0.68063
Seq88,Seq143,0,0.64124
Seq88,Seq144,0,0.64767
Seq88,Seq148,0,0.58264
Seq88,Seq145,0,0.65155
Seq88,Seq146,0,0.72079
Seq88,Seq147,0,0.72075
Seq88,Seq149,0,0.65193
Seq88,Seq154,0,0.58285
Seq88,Seq156,0,0.55628
Seq88,Seq153,0,0.61252
Seq88,Seq152,0,0.61802
Seq88,Seq150,0,0.67907
Seq88,Seq151,0,0.68286
Seq88,Seq162,0,0.41772
Seq88,Seq163,0,0.41932
Seq88,Seq164,0,0.41624
Seq88,Seq158,0,0.79936
Seq88,Seq159,2,0.79946
Seq88,Seq166,0,0.41765
Seq88,Seq160,0,0.81532
Seq88,Seq167,0,0.41672
Seq88,Seq170,0,0.41927
Seq88,Seq168,0,0.45081
Seq88,Seq161,0,0.82371
Seq88,Seq171,0,0.41509
Seq88,Seq172,0,0.41001
Seq88,Seq174,0,0.42388
Seq88,Seq173,0,0.45401
Seq88,Seq165,0,0.81569
Seq88,Seq175,0,0.416
Seq88,Seq177,0,0.43626
Seq88,Seq178,0,0.43536
Seq88,Seq157,0,1.31019
Seq88,Seq180,0,0.43448
Seq88,Seq179,0,0.46256
Seq88,Seq181,0,0.43613
Seq88,Seq176,0,0.80013
Seq88,Seq169,0,1.24022
Seq89,Seq3,0,1.36438
Seq89,Seq2,0,1.38552
Seq89,Seq4,0,1.36792
Seq89,Seq1,0,1.39732
Seq89,Seq5,0,1.37148
Seq89,Seq9,0,1.24508
Seq89,Seq6,0,1.36609
Seq89,Seq8,0,1.36186
Seq89,Seq11,0,1.29821
Seq89,Seq12,0,1.34573
Seq89,Seq13,0,1.35079
Seq89,Seq7,1311,1.46887
Seq89,Seq14,0,1.36043
Seq89,Seq10,0,1.41384
Seq89,Seq15,0,1.40324
Seq89,Seq16,0,1.33349
Seq89,Seq20,0,1.40372
Seq89,Seq21,0,1.2168
Seq89,Seq23,0,1.225
Seq89,Seq22,0,1.28378
Seq89,Seq24,0,1.28064
Seq89,Seq25,0,1.26877
Seq89,Seq26,0,1.33132
Seq89,Seq27,0,1.32526
Seq89,Seq29,0,1.369
Seq89,Seq30,0,1.37437
Seq89,Seq28,0,1.43734
Seq89,Seq18,0,1.84068
Seq89,Seq17,0,1.86525
Seq89,Seq19,0,1.86121
Seq89,Seq32,0,1.29292
Seq89,Seq31,0,1.37422
Seq89,Seq33,0,1.20619
Seq89,Seq35,0,1.29099
Seq89,Seq34,0,1.41641
Seq89,Seq36,0,1.35088
Seq89,Seq37,0,1.3357
Seq89,Seq38,0,1.33235
Seq89,Seq39,0,1.33674
Seq89,Seq40,0,1.33605
Seq89,Seq41,0,1.33479
Seq89,Seq42,0,1.33922
Seq89,Seq44,0,1.29117
Seq89,Seq45,0,1.28352
Seq89,Seq46,0,1.29065
Seq89,Seq43,0,1.35555
Seq89,Seq47,0,1.28311
Seq89,Seq48,0,1.2678
Seq89,Seq50,0,1.26744
Seq89,Seq51,0,1.2774
Seq89,Seq52,0,1.36574
Seq89,Seq53,0,1.4034
Seq89,Seq54,0,1.42012
Seq89,Seq56,0,1.34905
Seq89,Seq57,0,1.33349
Seq89,Seq61,0,1.2952
Seq89,Seq62,0,1.29327
Seq89,Seq59,0,1.34841
Seq89,Seq58,0,1.36575
Seq89,Seq55,0,1.48084
Seq89,Seq63,1282,1.17099
Seq89,Seq60,0,1.35091
Seq89,Seq49,0,1.97816
Seq89,Seq64,0,1.29187
Seq89,Seq65,0,1.27582
Seq89,Seq66,0,1.28754
Seq89,Seq69,1301,1.18261
Seq89,Seq67,0,1.28302
Seq89,Seq70,1320,1.18626
Seq89,Seq68,0,1.27738
Seq89,Seq71,1305,1.17569
Seq89,Seq77,1242,1.11946
Seq89,Seq75,1259,1.13208
Seq89,Seq78,0,1.21389
Seq89,Seq74,0,1.2653
Seq89,Seq73,0,1.29809
Seq89,Seq76,0,1.26787
Seq89,Seq72,0,1.31024
Seq89,Seq79,0,1.28243
Seq89,Seq80,0,1.28183
Seq89,Seq81,0,1.30208
Seq89,Seq84,1297,1.16242
Seq89,Seq82,0,1.28977
Seq89,Seq85,1371,1.18169
Seq89,Seq86,1298,1.18477
Seq89,Seq83,0,1.28628
Seq89,Seq89,1411,1.18928
Seq89,Seq87,1390,1.22382
Seq89,Seq92,1283,1.12585
Seq89,Seq94,1309,1.12825
Seq89,Seq90,1318,1.18815
Seq89,Seq88,0,1.28939
Seq89,Seq93,1281,1.14628
Seq89,Seq91,1309,1.18309
Seq89,Seq95,1309,1.12457
Seq89,Seq96,1303,1.1853
Seq89,Seq105,560,0.53861
Seq89,Seq106,571,0.53675
Seq89,Seq107,570,0.5324
Seq89,Seq108,574,0.53963
Seq89,Seq104,644,0.66224
Seq89,Seq109,642,0.64418
Seq89,Seq110,625,0.62448
Seq89,Seq111,645,0.65716
Seq89,Seq112,623,0.62063
Seq89,Seq97,1302,1.17325
Seq89,Seq98,1302,1.17357
Seq89,Seq99,1302,1.17869
Seq89,Seq102,1257,1.12896
Seq89,Seq100,1292,1.16354
Seq89,Seq101,1292,1.16492
Seq89,Seq103,1302,1.17448
Seq89,Seq115,584,0.55525
Seq89,Seq114,590,0.56226
Seq89,Seq124,177,0.12943
Seq89,Seq116,619,0.59384
Seq89,Seq125,177,0.12697
Seq89,Seq126,177,0.12704
Seq89,Seq127,177,0.12751
Seq89,Seq113,648,0.64701
Seq89,Seq128,177,0.12857
Seq89,Seq117,629,0.61934
Seq89,Seq118,612,0.59247
Seq89,Seq119,616,0.58964
Seq89,Seq120,611,0.58776
Seq89,Seq123,562,0.5295
Seq89,Seq121,653,0.65566
Seq89,Seq122,652,0.65663
Seq89,Seq130,560,0.51771
Seq89,Seq131,571,0.53651
Seq89,Seq132,570,0.53342
Seq89,Seq133,574,0.53834
Seq89,Seq129,644,0.66231
Seq89,Seq135,625,0.62617
Seq89,Seq134,642,0.64264
Seq89,Seq139,590,0.56123
Seq89,Seq140,584,0.55693
Seq89,Seq137,623,0.61839
Seq89,Seq136,645,0.67079
Seq89,Seq138,648,0.64718
Seq89,Seq141,619,0.59449
Seq89,Seq155,177,0.12865
Seq89,Seq142,629,0.62024
Seq89,Seq143,612,0.59401
Seq89,Seq144,616,0.58917
Seq89,Seq145,611,0.58746
Seq89,Seq148,562,0.52774
Seq89,Seq146,653,0.65968
Seq89,Seq147,652,0.65816
Seq89,Seq149,619,0.59186
Seq89,Seq153,584,0.5545
Seq89,Seq156,546,0.50269
Seq89,Seq154,562,0.53445
Seq89,Seq152,590,0.5609
Seq89,Seq150,623,0.61928
Seq89,Seq151,625,0.62605
Seq89,Seq162,456,0.37624
Seq89,Seq163,455,0.37471
Seq89,Seq164,455,0.37884
Seq89,Seq158,700,0.72947
Seq89,Seq166,455,0.37601
Seq89,Seq167,457,0.37417
Seq89,Seq170,455,0.37587
Seq89,Seq168,481,0.40765
Seq89,Seq171,457,0.37527
Seq89,Seq172,455,0.37543
Seq89,Seq159,698,0.73046
Seq89,Seq160,707,0.73265
Seq89,Seq161,700,0.72643
Seq89,Seq174,455,0.37564
Seq89,Seq173,481,0.40776
Seq89,Seq165,712,0.75042
Seq89,Seq175,456,0.39794
Seq89,Seq177,473,0.39412
Seq89,Seq178,473,0.39405
Seq89,Seq179,473,0.39083
Seq89,Seq157,914,1.20305
Seq89,Seq180,473,0.39089
Seq89,Seq181,473,0.39165
Seq89,Seq176,703,0.72724
Seq89,Seq169,893,1.1403
Seq90,Seq1,0,1.40293
Seq90,Seq2,0,1.37652
Seq90,Seq3,0,1.36608
Seq90,Seq4,0,1.36586
Seq90,Seq5,0,1.36912
Seq90,Seq6,0,1.36388
Seq90,Seq9,0,1.23998
Seq90,Seq11,0,1.30021
Seq90,Seq8,0,1.36717
Seq90,Seq12,0,1.35692
Seq90,Seq13,0,1.35202
Seq90,Seq14,0,1.36021
Seq90,Seq7,1314,1.47195
Seq90,Seq10,0,1.44035
Seq90,Seq15,0,1.39942
Seq90,Seq16,0,1.33832
Seq90,Seq21,0,1.22214
Seq90,Seq23,0,1.22562
Seq90,Seq20,0,1.39987
Seq90,Seq22,0,1.27971
Seq90,Seq24,0,1.28162
Seq90,Seq25,0,1.26126
Seq90,Seq26,0,1.3378
Seq90,Seq27,0,1.33201
Seq90,Seq29,0,1.37214
Seq90,Seq28,0,1.41805
Seq90,Seq30,0,1.39572
Seq90,Seq18,0,1.85236
Seq90,Seq17,0,1.869
Seq90,Seq19,0,1.87001
Seq90,Seq32,0,1.29222
Seq90,Seq31,0,1.37396
Seq90,Seq33,0,1.20395
Seq90,Seq35,0,1.29208
Seq90,Seq36,0,1.33944
Seq90,Seq34,0,1.41326
Seq90,Seq38,0,1.32989
Seq90,Seq37,0,1.33653
Seq90,Seq40,0,1.33473
Seq90,Seq39,0,1.34153
Seq90,Seq41,0,1.33281
Seq90,Seq42,0,1.3407
Seq90,Seq43,0,1.37855
Seq90,Seq44,0,1.29488
Seq90,Seq46,0,1.29136
Seq90,Seq45,0,1.30219
Seq90,Seq47,0,1.27448
Seq90,Seq48,0,1.28199
Seq90,Seq50,0,1.27373
Seq90,Seq51,0,1.26911
Seq90,Seq52,0,1.36514
Seq90,Seq53,0,1.40569
Seq90,Seq54,0,1.42155
Seq90,Seq56,0,1.35167
Seq90,Seq63,1335,1.16043
Seq90,Seq57,0,1.33723
Seq90,Seq62,0,1.27821
Seq90,Seq58,0,1.3621
Seq90,Seq61,0,1.29223
Seq90,Seq55,0,1.47866
Seq90,Seq59,0,1.34746
Seq90,Seq60,0,1.34691
Seq90,Seq49,0,1.98195
Seq90,Seq64,0,1.30921
Seq90,Seq65,0,1.27584
Seq90,Seq66,0,1.28683
Seq90,Seq67,0,1.28075
Seq90,Seq69,1368,1.17893
Seq90,Seq70,1356,1.19653
Seq90,Seq68,0,1.28253
Seq90,Seq71,1344,1.18103
Seq90,Seq75,1300,1.13558
Seq90,Seq77,1254,1.1235
Seq90,Seq72,0,1.29047
Seq90,Seq78,0,1.2127
Seq90,Seq74,0,1.26334
Seq90,Seq73,0,1.28602
Seq90,Seq76,0,1.27002
Seq90,Seq79,0,1.28264
Seq90,Seq80,0,1.29946
Seq90,Seq81,0,1.30357
Seq90,Seq84,1337,1.16088
Seq90,Seq82,0,1.29082
Seq90,Seq86,1319,1.17514
Seq90,Seq85,1314,1.18848
Seq90,Seq83,0,1.28877
Seq90,Seq87,1320,1.19402
Seq90,Seq89,1318,1.19095
Seq90,Seq92,1256,1.12512
Seq90,Seq94,1263,1.13313
Seq90,Seq93,1342,1.15388
Seq90,Seq90,1413,1.18863
Seq90,Seq91,1386,1.18534
Seq90,Seq88,0,1.33082
Seq90,Seq95,1257,1.12304
Seq90,Seq96,1314,1.2015
Seq90,Seq105,562,0.51705
Seq90,Seq106,573,0.53348
Seq90,Seq107,572,0.53504
Seq90,Seq108,577,0.53953
Seq90,Seq104,646,0.66238
Seq90,Seq109,640,0.64447
Seq90,Seq110,622,0.62856
Seq90,Seq111,642,0.65751
Seq90,Seq112,622,0.61947
Seq90,Seq97,1308,1.17629
Seq90,Seq98,1308,1.17542
Seq90,Seq99,1308,1.17803
Seq90,Seq102,1259,1.13437
Seq90,Seq100,1299,1.17049
Seq90,Seq101,1299,1.16913
Seq90,Seq103,1308,1.17553
Seq90,Seq124,177,0.12879
Seq90,Seq114,589,0.56222
Seq90,Seq115,588,0.55449
Seq90,Seq125,177,0.12691
Seq90,Seq113,642,0.64723
Seq90,Seq126,177,0.12962
Seq90,Seq116,612,0.59443
Seq90,Seq127,177,0.12806
Seq90,Seq128,177,0.1291
Seq90,Seq117,629,0.61945
Seq90,Seq118,613,0.59426
Seq90,Seq119,614,0.58893
Seq90,Seq120,612,0.58771
Seq90,Seq123,565,0.52851
Seq90,Seq121,654,0.65647
Seq90,Seq122,646,0.65779
Seq90,Seq130,562,0.5186
Seq90,Seq131,573,0.53553
Seq90,Seq132,572,0.53368
Seq90,Seq133,577,0.53876
Seq90,Seq129,646,0.66258
Seq90,Seq135,622,0.62747
Seq90,Seq134,640,0.64651
Seq90,Seq137,622,0.61901
Seq90,Seq136,642,0.65799
Seq90,Seq140,588,0.55606
Seq90,Seq139,589,0.56646
Seq90,Seq138,642,0.66436
Seq90,Seq141,612,0.59453
Seq90,Seq155,177,0.1286
Seq90,Seq142,629,0.61944
Seq90,Seq143,613,0.59531
Seq90,Seq144,614,0.59105
Seq90,Seq148,565,0.52761
Seq90,Seq145,612,0.58861
Seq90,Seq146,654,0.65869
Seq90,Seq147,646,0.65833
Seq90,Seq149,612,0.59446
Seq90,Seq154,565,0.53089
Seq90,Seq152,589,0.56184
Seq90,Seq153,588,0.55631
Seq90,Seq156,548,0.50268
Seq90,Seq150,622,0.62017
Seq90,Seq151,622,0.62997
Seq90,Seq162,460,0.37768
Seq90,Seq163,459,0.37627
Seq90,Seq164,459,0.37529
Seq90,Seq158,698,0.72994
Seq90,Seq166,457,0.37649
Seq90,Seq167,458,0.37546
Seq90,Seq170,456,0.37668
Seq90,Seq168,479,0.40699
Seq90,Seq171,458,0.37591
Seq90,Seq159,697,0.72895
Seq90,Seq172,457,0.37913
Seq90,Seq160,702,0.73945
Seq90,Seq161,697,0.72969
Seq90,Seq174,456,0.37659
Seq90,Seq173,480,0.41028
Seq90,Seq175,457,0.37581
Seq90,Seq165,716,0.74899
Seq90,Seq177,471,0.39299
Seq90,Seq157,916,1.20286
Seq90,Seq178,471,0.39281
Seq90,Seq180,471,0.39168
Seq90,Seq181,471,0.3932
Seq90,Seq179,471,0.41103
Seq90,Seq176,704,0.73113
Seq90,Seq169,897,1.14377
Seq91,Seq2,0,1.37378
Seq91,Seq3,0,1.36034
Seq91,Seq1,0,1.39884
Seq91,Seq4,0,1.36205
Seq91,Seq5,0,1.36298
Seq91,Seq9,0,1.23877
Seq91,Seq6,0,1.35678
Seq91,Seq11,0,1.29391
Seq91,Seq8,0,1.3592
Seq91,Seq12,0,1.34673
Seq91,Seq13,0,1.34574
Seq91,Seq7,1316,1.46553
Seq91,Seq10,0,1.41147
Seq91,Seq14,0,1.37445
Seq91,Seq15,0,1.39146
Seq91,Seq16,0,1.33199
Seq91,Seq21,0,1.21871
Seq91,Seq23,0,1.21654
Seq91,Seq20,0,1.39956
Seq91,Seq22,0,1.28357
Seq91,Seq25,0,1.26113
Seq91,Seq24,0,1.28399
Seq91,Seq27,0,1.3295
Seq91,Seq26,0,1.33348
Seq91,Seq29,0,1.36936
Seq91,Seq28,0,1.41501
Seq91,Seq30,0,1.391
Seq91,Seq18,0,1.837
Seq91,Seq17,0,1.86254
Seq91,Seq19,0,1.84039
Seq91,Seq32,0,1.29513
Seq91,Seq31,0,1.37313
Seq91,Seq33,0,1.19929
Seq91,Seq35,0,1.28375
Seq91,Seq36,0,1.34819
Seq91,Seq34,0,1.40869
Seq91,Seq37,0,1.33303
Seq91,Seq38,0,1.32825
Seq91,Seq40,0,1.33264
Seq91,Seq39,0,1.33531
Seq91,Seq41,0,1.33005
Seq91,Seq42,0,1.33797
Seq91,Seq43,0,1.33471
Seq91,Seq44,0,1.28672
Seq91,Seq45,0,1.28452
Seq91,Seq46,0,1.28477
Seq91,Seq47,0,1.27966
Seq91,Seq48,0,1.26055
Seq91,Seq50,0,1.26139
Seq91,Seq51,0,1.26962
Seq91,Seq52,0,1.35961
Seq91,Seq53,0,1.39147
Seq91,Seq54,0,1.4174
Seq91,Seq56,0,1.34404
Seq91,Seq57,0,1.33135
Seq91,Seq63,1328,1.16898
Seq91,Seq62,0,1.27071
Seq91,Seq61,0,1.28698
Seq91,Seq58,0,1.3634
Seq91,Seq59,0,1.36002
Seq91,Seq55,0,1.47653
Seq91,Seq60,0,1.33891
Seq91,Seq49,0,1.96899
Seq91,Seq64,0,1.28668
Seq91,Seq65,0,1.27138
Seq91,Seq66,0,1.27725
Seq91,Seq67,0,1.28159
Seq91,Seq69,1373,1.1748
Seq91,Seq68,0,1.27887
Seq91,Seq70,1351,1.1853
Seq91,Seq71,1351,1.16683
Seq91,Seq75,1301,1.12811
Seq91,Seq77,1260,1.11709
Seq91,Seq78,0,1.20943
Seq91,Seq74,0,1.26162
Seq91,Seq72,0,1.28635
Seq91,Seq73,0,1.28242
Seq91,Seq76,0,1.28167
Seq91,Seq79,0,1.27718
Seq91,Seq80,0,1.27037
Seq91,Seq81,0,1.29693
Seq91,Seq84,1337,1.15698
Seq91,Seq82,0,1.28901
Seq91,Seq85,1312,1.17023
Seq91,Seq86,1323,1.17408
Seq91,Seq83,0,1.28334
Seq91,Seq87,1312,1.19311
Seq91,Seq89,1309,1.18883
Seq91,Seq92,1257,1.12179
Seq91,Seq93,1344,1.14494
Seq91,Seq88,0,1.28897
Seq91,Seq91,1407,1.18418
Seq91,Seq90,1386,1.1884
Seq91,Seq94,1266,1.14306
Seq91,Seq95,1256,1.11779
Seq91,Seq96,1317,1.17776
Seq91,Seq105,556,0.51872
Seq91,Seq106,567,0.53058
Seq91,Seq107,566,0.53287
Seq91,Seq108,571,0.54141
Seq91,Seq104,641,0.66179
Seq91,Seq110,621,0.62557
Seq91,Seq109,638,0.64021
Seq91,Seq111,645,0.65576
Seq91,Seq112,620,0.61978
Seq91,Seq97,1312,1.16986
Seq91,Seq98,1312,1.16901
Seq91,Seq99,1312,1.17461
Seq91,Seq102,1262,1.12677
Seq91,Seq100,1302,1.16028
Seq91,Seq101,1302,1.16015
Seq91,Seq103,1312,1.17214
Seq91,Seq124,177,0.12838
Seq91,Seq114,584,0.57061
Seq91,Seq115,590,0.55187
Seq91,Seq125,177,0.12618
Seq91,Seq126,177,0.12812
Seq91,Seq113,635,0.64649
Seq91,Seq127,177,0.12812
Seq91,Seq116,613,0.59383
Seq91,Seq128,177,0.12713
Seq91,Seq117,629,0.61671
Seq91,Seq118,607,0.59103
Seq91,Seq119,608,0.60819
Seq91,Seq120,606,0.58451
Seq91,Seq121,649,0.65524
Seq91,Seq123,565,0.52686
Seq91,Seq122,646,0.65515
Seq91,Seq130,556,0.51513
Seq91,Seq131,567,0.53264
Seq91,Seq132,566,0.53061
Seq91,Seq133,571,0.53582
Seq91,Seq129,641,0.65926
Seq91,Seq135,621,0.6245
Seq91,Seq134,638,0.64127
Seq91,Seq137,620,0.61722
Seq91,Seq139,584,0.56017
Seq91,Seq136,645,0.6574
Seq91,Seq140,590,0.55433
Seq91,Seq138,635,0.64518
Seq91,Seq141,613,0.59133
Seq91,Seq155,177,0.12791
Seq91,Seq143,607,0.59247
Seq91,Seq142,629,0.6177
Seq91,Seq144,608,0.5875
Seq91,Seq148,565,0.52641
Seq91,Seq145,606,0.58452
Seq91,Seq146,649,0.65468
Seq91,Seq147,646,0.6556
Seq91,Seq149,613,0.59179
Seq91,Seq154,565,0.52944
Seq91,Seq156,545,0.50176
Seq91,Seq153,590,0.55292
Seq91,Seq152,584,0.55905
Seq91,Seq150,620,0.616
Seq91,Seq151,621,0.62641
Seq91,Seq162,457,0.37488
Seq91,Seq163,456,0.37823
Seq91,Seq164,456,0.37394
Seq91,Seq166,455,0.375
Seq91,Seq158,698,0.7437
Seq91,Seq167,456,0.37761
Seq91,Seq170,455,0.37477
Seq91,Seq171,456,0.37534
Seq91,Seq168,478,0.40607
Seq91,Seq159,697,0.72701
Seq91,Seq172,455,0.37526
Seq91,Seq160,702,0.73481
Seq91,Seq161,697,0.72549
Seq91,Seq174,454,0.37198
Seq91,Seq173,478,0.40582
Seq91,Seq175,455,0.37383
Seq91,Seq165,714,0.74809
Seq91,Seq177,470,0.39386
Seq91,Seq157,915,1.20042
Seq91,Seq178,470,0.393
Seq91,Seq179,470,0.39064
Seq91,Seq180,470,0.38969
Seq91,Seq181,470,0.39067
Seq91,Seq176,702,0.72652
Seq91,Seq169,894,1.13595
Seq92,Seq2,0,1.30427
Seq92,Seq3,0,1.30249
Seq92,Seq1,0,1.32827
Seq92,Seq4,0,1.28478
Seq92,Seq5,0,1.28483
Seq92,Seq6,0,1.29023
Seq92,Seq9,0,1.19663
Seq92,Seq8,0,1.29141
Seq92,Seq11,0,1.2347
Seq92,Seq12,0,1.2801
Seq92,Seq13,0,1.28039
Seq92,Seq7,1254,1.39191
Seq92,Seq10,0,1.33981
Seq92,Seq14,0,1.29788
Seq92,Seq15,0,1.32897
Seq92,Seq16,0,1.26435
Seq92,Seq21,0,1.15692
Seq92,Seq20,0,1.33197
Seq92,Seq23,0,1.16031
Seq92,Seq22,0,1.21531
Seq92,Seq24,0,1.21775
Seq92,Seq25,0,1.20735
Seq92,Seq26,0,1.25802
Seq92,Seq27,0,1.26511
Seq92,Seq29,0,1.29464
Seq92,Seq30,0,1.30208
Seq92,Seq28,0,1.34123
Seq92,Seq18,0,1.75075
Seq92,Seq17,0,1.76894
Seq92,Seq19,0,1.75954
Seq92,Seq32,0,1.22562
Seq92,Seq31,0,1.30269
Seq92,Seq33,0,1.13855
Seq92,Seq35,0,1.24111
Seq92,Seq36,0,1.27903
Seq92,Seq34,0,1.34301
Seq92,Seq37,0,1.26212
Seq92,Seq38,0,1.26682
Seq92,Seq39,0,1.26824
Seq92,Seq40,0,1.26379
Seq92,Seq41,0,1.26346
Seq92,Seq42,0,1.26816
Seq92,Seq43,0,1.27158
Seq92,Seq44,0,1.22497
